game_id,result,win_diff,loss_diff,played_diff,score_av_diff,fgoal_diff,fgoal_at_diff,pointer_diff,pointer_at_diff,off_reb_diff,def_reb_diff,ast_diff,turn_diff,stl_diff,block_diff,foul_diff,rank1,rank2,home1,away1,home2,away2
1246 vs 1101,0,-4,0,-4,-5.003134796238257,-1.2612330198537087,-0.36468129571578345,1.2110762800417971,2.320794148380358,-2.5370950888192265,-3.921630094043884,0.7722048066875669,-0.9811912225705335,1.9696969696969697,-2.508881922675026,2.8349007314524535,7.223880597014926,135.875,0.9444444444444444,0.8,0.8181818181818182,0.7142857142857143
1261 vs 1463,0,-5,1,-4,-0.4821428571428612,1.321428571428573,-1.611607142857146,0.9419642857142856,-0.36607142857142705,-4.821428571428571,4.540178571428573,3.875,0.03125,-3.34375,0.008928571428571175,-1.6875,16.08955223880597,77.203125,0.8823529411764706,0.9,0.8461538461538461,0.6153846153846154
1268 vs 1125,0,3,-5,-2,15.52291666666666,6.447916666666668,8.202083333333334,3.116666666666667,7.435416666666665,-2.0687499999999996,1.4791666666666679,6.381250000000001,-1.5875000000000004,2.322916666666667,-0.9500000000000002,0.2312499999999993,26.140625,49.71875,0.8333333333333334,0.5454545454545454,0.9230769230769231,0.8
1285 vs 1276,1,4,-2,2,-6.211397058823536,-2.172794117647058,0.580882352941174,-0.1911764705882355,1.34375,-0.45588235294117574,1.7463235294117645,-0.6231617647058822,-3.1764705882352935,-0.22794117647058787,1.3933823529411766,-5.130514705882353,112.0,7.17910447761194,0.8333333333333334,0.6428571428571429,0.9444444444444444,0.6363636363636364
1133 vs 1277,1,9,-8,1,12.45989304812835,4.734402852049911,3.8734402852049925,1.385026737967915,2.860071301247771,1.7932263814616753,4.997326203208559,6.880570409982175,0.3074866310160438,0.0837789661319075,1.71301247771836,-0.694295900178254,155.84375,5.149253731343284,0.6,0.38461538461538464,0.9375,0.6666666666666666
1278 vs 1257,0,-1,0,-1,3.7513368983957207,0.3850267379679124,1.288770053475936,3.401069518716578,8.978609625668451,-1.1987522281639933,2.4117647058823515,-1.4884135472370765,0.3939393939393945,-0.33957219251336923,-1.0303030303030303,1.0962566844919799,44.9375,24.65625,0.8125,0.18181818181818182,0.7777777777777778,0.45454545454545453
1266 vs 1293,1,1,-5,-4,3.858934169278996,3.183908045977013,3.0585161964472363,-1.7345872518286312,-1.624869383490072,1.3249738766980155,-1.6959247648902824,3.6394984326018793,-1.6332288401253905,2.423197492163009,0.14106583072100332,-2.390804597701152,25.848484848484848,48.296875,0.8421052631578947,0.6,0.9285714285714286,0.7692307692307693
1345 vs 1330,0,3,-1,2,-10.01102941176471,-3.1047794117647065,-2.382352941176471,-2.1305147058823533,-5.1875,-0.21875,2.3786764705882355,-1.6433823529411757,1.047794117647058,-0.9117647058823533,0.5275735294117645,-1.029411764705884,13.73134328358209,90.875,1.0,0.5,0.875,0.6666666666666666
1388 vs 1437,1,3,-2,1,1.5614973262032095,-1.8395721925133692,0.17468805704099566,3.193404634581105,10.451871657754012,0.6818181818181817,0.0026737967914414185,4.2040998217468815,0.7183600713012481,-0.5882352941176467,0.48395721925133683,-0.5579322638146174,40.984375,23.402985074626866,0.8235294117647058,0.5,0.8666666666666667,0.36363636363636365
1459 vs 1371,0,-6,9,3,-7.260606060606065,-3.1484848484848484,-0.7363636363636346,-3.866666666666667,-4.496969696969696,0.336363636363636,0.7787878787878775,-1.1545454545454543,1.1909090909090914,0.8666666666666663,0.975757575757576,1.2575757575757578,23.34328358208955,49.25,0.9230769230769231,0.7857142857142857,0.7333333333333333,0.2727272727272727
1113 vs 1138,1,8,-7,1,7.005681818181813,3.6789772727272734,6.288825757575751,2.4469696969696972,7.628787878787879,0.41950757575757613,0.7026515151515156,3.0426136363636367,-1.8664772727272734,1.0236742424242422,0.8721590909090908,-1.5729166666666679,53.90625,17.35820895522388,0.8125,0.5454545454545454,1.0,0.8
1181 vs 1295,0,-13,10,-3,-11.209677419354833,-5.919354838709676,-9.202087286527515,2.444971537001897,2.2960151802656554,-6.801707779886148,-4.188804554079695,-4.589184060721063,-2.472485768500949,-4.72865275142315,-4.339658444022771,-0.7239089184060727,2.0,194.890625,0.8823529411764706,0.7777777777777778,0.7272727272727273,0.3076923076923077
1209 vs 1222,1,8,-6,2,-0.1948529411764639,0.15441176470588402,2.330882352941174,-0.41911764705882426,0.555147058823529,4.46875,3.8180147058823515,2.7279411764705888,-0.42830882352941124,-1.4025735294117645,-0.1875,1.5900735294117645,93.671875,11.0,0.9230769230769231,0.5,0.95,0.9166666666666666
1153 vs 1234,1,-6,5,-1,6.5971479500891235,1.2976827094474146,-0.047237076648841025,1.4438502673796796,3.3939393939393945,-2.4901960784313726,1.982174688057043,2.286096256684491,1.62210338680927,0.005347593582887278,-1.227272727272727,-0.028520499108733333,24.492537313432837,39.8125,0.8888888888888888,0.6363636363636364,0.7777777777777778,0.4
1280 vs 1251,1,2,-4,-2,-5.13978494623656,-1.2189638318670575,-3.9364613880742922,-0.21896383186705748,0.11534701857282315,-4.021505376344085,0.00782013685239491,-0.1133919843597262,-2.141739980449657,-1.9296187683284467,-2.5180840664711632,-1.478005865102638,22.5,77.71875,0.8235294117647058,0.5,0.9285714285714286,0.7857142857142857
1314 vs 1233,0,-10,9,-1,-9.216856060606062,-4.90625,-9.316287878787875,0.05492424242424221,1.1553030303030312,-4.2481060606060606,-4.891098484848484,-5.84375,-0.6543560606060606,-0.40056818181818166,-0.7642045454545454,0.06723484848484773,4.1940298507462686,200.828125,0.875,0.9166666666666666,0.7272727272727273,0.35714285714285715
1235 vs 1326,1,-4,3,-1,-7.804812834224592,-3.8190730837789637,-3.3743315508021396,-0.9251336898395719,-1.2361853832442087,-0.017825311942958777,-0.4010695187165787,-0.9928698752228158,1.427807486631016,-1.0909090909090908,-2.131907308377897,3.144385026737968,21.16417910447761,47.40625,0.75,0.45454545454545453,0.6666666666666666,0.36363636363636365
1279 vs 1328,1,-1,1,0,-4.25,-0.53125,0.625,-1.53125,-3.4375,-0.625,3.90625,-1.65625,-0.46875,-1.375,-0.53125,-2.34375,45.875,38.546875,0.6875,0.5454545454545454,0.7142857142857143,0.4166666666666667
1458 vs 1332,1,0,2,2,1.425108225108218,-0.5645021645021657,-0.8069264069264079,0.47878787878787854,2.688311688311689,1.5627705627705613,-2.346320346320347,0.5852813852813856,2.2545454545454557,2.6502164502164502,0.016450216450216715,2.7108225108225117,18.850746268656717,45.765625,0.8,0.6153846153846154,0.7647058823529411,0.4166666666666667
1159 vs 1397,1,5,-5,0,6.151515151515156,2.5757575757575744,3.2727272727272734,-2.1818181818181825,-4.181818181818183,0.6969696969696972,1.1515151515151523,2.3939393939393927,-2.0,-0.33333333333333304,1.8787878787878785,2.030303030303031,122.921875,6.731343283582089,0.9333333333333333,0.5,1.0,0.7
1297 vs 1403,1,2,-2,0,-4.6875,-1.4375,-2.65625,-1.53125,-4.40625,-1.59375,-0.4375,-3.09375,0.03125,1.46875,1.0625,-1.3125,98.75,10.552238805970148,0.9375,0.5,0.9444444444444444,0.6666666666666666
1414 vs 1243,0,-4,3,-1,-6.652406417112303,-3.1836007130124777,-3.8493761140819913,0.2664884135472372,2.14795008912656,-2.192513368983956,-4.564171122994654,0.5222816399286998,-0.2566844919786089,2.1060606060606064,-1.9919786096256682,-2.3484848484848477,66.984375,20.55223880597015,0.8461538461538461,0.8666666666666667,0.8666666666666667,0.5833333333333334
1416 vs 1433,0,2,-1,1,-0.6915322580645125,0.3538306451612918,3.30342741935484,0.349798387096774,4.055443548387096,1.037298387096774,-0.9979838709677402,0.616935483870968,2.096774193548388,2.226814516129032,0.047379032258064946,2.909274193548388,37.9375,36.828125,0.8823529411764706,0.45454545454545453,0.9411764705882353,0.6666666666666666
1438 vs 1205,0,-9,8,-1,3.930443548387103,0.6653225806451601,1.4385080645161281,-0.726814516129032,-0.17036290322580783,-1.745967741935484,-0.008064516129032029,-0.887096774193548,2.742943548387096,0.600806451612903,-1.3286290322580645,1.5372983870967758,1.8507462686567164,163.65625,0.9375,0.9090909090909091,1.0,0.47058823529411764
1387 vs 1439,1,1,-4,-3,6.942857142857136,1.8642857142857139,-2.986607142857146,3.850892857142857,5.71517857142857,-4.922321428571429,-2.255357142857143,2.3723214285714285,-1.3392857142857135,-0.4294642857142854,-1.744642857142857,-2.204464285714284,92.328125,15.925373134328359,0.8823529411764706,0.3333333333333333,0.875,0.5
1449 vs 1429,0,1,-2,-1,9.206773618538321,3.047237076648841,3.8565062388591826,0.40819964349376114,0.4723707664884138,1.1354723707664878,7.336898395721924,5.4144385026737964,-0.8074866310160438,-2.878787878787879,-1.4625668449197864,0.2245989304812852,41.046875,34.621212121212125,0.9375,0.6363636363636364,0.9285714285714286,0.6923076923076923
1242 vs 1120,1,0,0,0,3.5,-0.26470588235293846,1.382352941176464,4.176470588235294,9.323529411764703,1.352941176470587,-5.735294117647058,1.0882352941176467,-1.2352941176470598,2.4411764705882364,0.8235294117647056,1.4705882352941195,15.552238805970148,14.26865671641791,1.0,0.2727272727272727,0.875,0.4
1293 vs 1199,1,2,3,5,-6.674442190669382,-3.664300202839758,-2.1298174442190714,-0.1896551724137927,0.008113590263690185,0.5101419878296145,-0.8174442190669353,-4.393509127789045,1.2241379310344822,-0.27079107505070965,-0.14908722109533468,2.871196754563897,48.296875,13.134328358208956,0.9285714285714286,0.7692307692307693,0.9375,0.6
1124 vs 1211,1,11,-10,1,17.192234848484844,6.68181818181818,2.6089015151515156,-0.14962121212121193,-2.041666666666668,-3.829545454545455,4.49715909090909,4.368371212121211,-2.9176136363636367,1.4204545454545459,0.7348484848484844,-2.7206439393939377,47.53125,4.358208955223881,0.7222222222222222,0.45454545454545453,1.0,0.9
1459 vs 1246,1,1,2,3,-4.472727272727269,-2.693939393939395,-4.493939393939392,-4.836363636363637,-9.557575757575759,1.3060606060606048,2.384848484848483,-0.8515151515151516,1.4030303030303042,-0.10303030303030347,2.1272727272727274,-1.1969696969696955,23.34328358208955,7.223880597014926,0.9230769230769231,0.7857142857142857,0.9444444444444444,0.8
1268 vs 1261,1,4,-4,0,10.03125,3.28125,6.1875,-0.40625,0.65625,2.53125,-2.90625,-0.09375,0.03125,4.75,-0.4375,3.21875,26.140625,16.08955223880597,0.8333333333333334,0.5454545454545454,0.8823529411764706,0.9
1276 vs 1196,0,-9,9,0,-2.117647058823522,-1.8235294117647065,-1.117647058823529,0.08823529411764675,1.352941176470587,2.3235294117647047,-3.7058823529411775,-1.7352941176470598,2.9411764705882355,1.0294117647058822,-0.5,3.0588235294117663,7.17910447761194,36.96875,0.9444444444444444,0.6363636363636364,0.6,0.45454545454545453
1278 vs 1277,1,7,-7,0,8.029411764705884,3.0588235294117645,0.647058823529413,3.0588235294117654,5.3235294117647065,-0.617647058823529,4.5,4.0588235294117645,0.8529411764705888,0.4411764705882355,1.4705882352941178,0.735294117647058,44.9375,5.149253731343284,0.8125,0.18181818181818182,0.9375,0.6666666666666666
1437 vs 1345,1,-2,0,-2,1.716911764705884,2.0753676470588225,3.764705882352942,-0.898897058823529,-3.4007352941176485,1.71875,-0.3492647058823515,0.172794117647058,-0.6066176470588243,1.0882352941176467,1.0018382352941178,1.0882352941176485,23.402985074626866,13.73134328358209,0.8666666666666667,0.36363636363636365,1.0,0.5
1181 vs 1416,0,-6,3,-3,-11.370967741935488,-5.822580645161292,-10.621442125237195,-0.45825426944971515,-4.833017077798861,-3.575901328273245,-1.4468690702087308,-2.6537001897533212,-1.214421252371917,-3.72865275142315,-2.3396584440227706,1.0502846299810233,2.0,37.9375,0.8823529411764706,0.7777777777777778,0.8823529411764706,0.45454545454545453
1326 vs 1222,1,12,-11,1,5.981283422459896,2.3778966131907318,4.433155080213901,1.6604278074866299,3.64795008912656,3.1060606060606055,3.048128342245988,0.6105169340463465,-1.1925133689839562,0.5320855614973263,1.9848484848484849,1.1497326203208544,47.40625,11.0,0.6666666666666666,0.36363636363636365,0.95,0.9166666666666666
1314 vs 1449,0,-1,2,1,-16.237076648841352,-6.4411764705882355,-12.614081996434933,-1.28698752228164,-2.3814616755793203,-3.590017825311943,-8.367201426024955,-7.3235294117647065,0.2923351158645282,1.8181818181818183,2.1898395721925135,1.2602495543671992,4.1940298507462686,41.046875,0.875,0.9166666666666666,0.9375,0.6363636363636364
1332 vs 1414,0,6,-7,-1,1.9848739495798355,1.6268907563025223,2.6563025210083993,-0.8058823529411763,-3.2605042016806713,1.9327731092436977,3.6680672268907557,-0.10756302521008543,-0.27058823529411846,-2.2714285714285714,0.03613445378151248,0.7285714285714278,45.765625,66.984375,0.7647058823529411,0.4166666666666667,0.8461538461538461,0.8666666666666667
1397 vs 1234,0,-6,6,0,-3.363636363636374,-3.5757575757575744,-2.575757575757578,1.1818181818181825,3.3030303030303045,0.06060606060606055,-1.5151515151515156,-2.3636363636363633,0.9696969696969706,0.30303030303030276,-1.9999999999999996,-1.4848484848484844,6.731343283582089,39.8125,1.0,0.7,0.7777777777777778,0.4
1138 vs 1403,1,-4,3,-1,-11.724431818181813,-4.116477272727273,-10.28882575757575,-2.4469696969696972,-9.160037878787879,-3.732007575757576,-3.0776515151515156,-2.6051136363636367,0.6477272727272734,0.1325757575757578,0.8153409090909092,-0.5520833333333321,17.35820895522388,10.552238805970148,1.0,0.8,0.9444444444444444,0.6666666666666666
1328 vs 1438,1,10,-10,0,0.6875,-0.3125,-4.65625,1.84375,1.375,-0.34375,-2.625,1.8125,-3.15625,-0.3125,0.71875,-1.09375,38.546875,1.8507462686567164,0.7142857142857143,0.4166666666666667,0.9375,0.9090909090909091
1439 vs 1251,0,1,-2,-1,-1.8064516129032313,0.637096774193548,0.3921370967741922,-1.206653225806452,-1.440524193548388,-1.261088709677419,0.441532258064516,-1.214717741935484,-0.2137096774193541,-0.494959677419355,0.1391129032258065,0.33165322580645196,15.925373134328359,77.71875,0.875,0.5,0.9285714285714286,0.7857142857142857
1199 vs 1211,1,3,-4,-1,13.936720142602496,6.328877005347593,2.1622103386809286,0.28787878787878807,-1.0196078431372548,-1.8957219251336905,3.1497326203208544,5.32976827094474,-3.1363636363636367,0.5748663101604281,1.2201426024955433,-3.0864527629233507,13.134328358208956,4.358208955223881,0.9375,0.6,1.0,0.9
1397 vs 1345,1,-5,4,-1,-5.479166666666671,-2.9157196969696955,0.030303030303031164,2.809659090909091,7.59659090909091,1.9460227272727266,-2.34659090909091,-3.65340909090909,-0.49431818181818166,0.6212121212121211,-1.2414772727272725,-0.015151515151515582,6.731343283582089,13.73134328358209,1.0,0.7,1.0,0.5
1276 vs 1403,1,-2,0,-2,2.711397058823536,0.391544117647058,-1.737132352941174,-0.8088235294117645,-3.28125,0.5496323529411757,-1.1213235294117645,0.06066176470588225,3.5514705882352935,1.2279411764705879,0.7003676470588234,3.6930147058823533,7.17910447761194,10.552238805970148,0.9444444444444444,0.6363636363636364,0.9444444444444444,0.6666666666666666
1438 vs 1332,0,-6,9,3,-1.3580357142857196,-0.31071428571428683,2.7205357142857167,-0.8687500000000004,1.4241071428571423,0.8392857142857135,-1.0357142857142847,-1.1571428571428566,2.7687500000000007,2.1464285714285714,0.41607142857142865,3.1151785714285722,1.8507462686567164,45.765625,0.9375,0.9090909090909091,0.7647058823529411,0.4166666666666667
1314 vs 1120,1,-2,3,1,-7.178253119429598,-3.970588235294116,-6.437611408199643,2.6541889483065955,6.000891265597147,-1.3253119429590026,-8.543672014260249,-4.588235294117647,-0.9135472370766493,2.1122994652406426,1.2192513368983957,1.2308377896613187,4.1940298507462686,14.26865671641791,0.875,0.9166666666666666,0.875,0.4
1181 vs 1439,0,-5,3,-2,-9.5,-4.75,-9.755514705882355,2.329044117647059,0.2849264705882355,-4.476102941176471,-4.694852941176471,-0.5680147058823533,-1.742647058823529,-2.8143382352941178,-4.511029411764706,-0.5716911764705888,2.0,15.925373134328359,0.8823529411764706,0.7777777777777778,0.875,0.5
1222 vs 1246,1,-4,3,-1,1.1096256684491976,0.0766488413547215,-4.099821746880565,-3.1755793226381455,-9.041889483065955,-0.8939393939393945,-1.593582887700535,-1.004456327985741,1.283422459893048,-0.4108734402852052,0.5606060606060606,-2.75579322638146,11.0,7.223880597014926,0.95,0.9166666666666666,0.9444444444444444,0.8
1261 vs 1277,1,2,0,2,-2.55147058823529,-0.735294117647058,-4.542279411764703,1.4503676470588243,0.430147058823529,-2.6764705882352935,4.8069852941176485,5.8161764705882355,-0.36580882352941124,-3.858455882352941,1.1580882352941178,-1.7757352941176485,16.08955223880597,5.149253731343284,0.8823529411764706,0.9,0.9375,0.6666666666666666
1211 vs 1403,1,-4,3,-1,-15.754734848484844,-6.02556818181818,-5.046401515151516,-0.5378787878787881,-1.6145833333333321,-0.701704545454545,-3.65340909090909,-4.180871212121211,2.0113636363636367,-0.17045454545454586,-0.5785984848484844,1.7206439393939377,4.358208955223881,10.552238805970148,1.0,0.9,0.9444444444444444,0.6666666666666666
1345 vs 1438,1,6,-6,0,-4.34375,-1.15625,-6.40625,-1.25,-5.96875,-3.34375,1.1875,0.0625,-1.65625,-0.875,-0.21875,-2.84375,13.73134328358209,1.8507462686567164,1.0,0.5,0.9375,0.9090909090909091
1246 vs 1120,1,-2,3,1,2.15508021390373,0.4233511586452785,4.835115864527623,5.381461675579323,13.394830659536542,0.12923351158645247,-4.877005347593581,0.5632798573975055,-0.48930481283422544,3.263814616755794,-0.29590017825311943,2.0793226381461665,7.223880597014926,14.26865671641791,0.9444444444444444,0.8,0.875,0.4
1277 vs 1181,0,1,-1,0,4.67647058823529,2.735294117647058,6.735294117647058,-1.0294117647058831,2.4411764705882355,2.5588235294117645,-1.7058823529411775,-3.0294117647058822,0.26470588235294024,4.235294117647059,1.3529411764705879,-1.0588235294117627,5.149253731343284,2.0,0.9375,0.6666666666666666,0.8823529411764706,0.7777777777777778
1277 vs 1403,1,-2,0,-2,-5.72977941176471,-1.608455882352942,-1.707720588235297,-1.0441176470588243,-1.898897058823529,-1.9797794117647065,-4.6507352941176485,-4.9099264705882355,-0.47794117647058876,2.139705882352941,-0.5643382352941178,0.8694852941176485,5.149253731343284,10.552238805970148,0.9375,0.6666666666666666,0.9444444444444444,0.6666666666666666
1438 vs 1120,0,-4,6,2,7.038602941176464,1.404411764705884,6.847426470588232,2.9430147058823533,9.251838235294116,2.860294117647058,-3.8088235294117645,-0.08823529411764675,3.1158088235294112,3.6691176470588243,0.9522058823529411,3.726102941176471,1.8507462686567164,14.26865671641791,0.9375,0.9090909090909091,0.875,0.4
1403 vs 1438,1,3,-3,0,-1.25,-0.53125,-1.875,1.21875,1.0,0.03125,0.3125,0.46875,-3.34375,-1.75,-1.09375,-3.125,10.552238805970148,1.8507462686567164,0.9444444444444444,0.6666666666666666,0.9375,0.9090909090909091
